fips,county_name,elevation_m,county_label,median_income_2021,diabetes_pct,obesity_pct,oxygen_proxy_mmhg,oxygen_fraction_of_sea_level,hypoxia_burden,all_cancer_incidence_rate,all_cancer_mortality_rate,all_cancer_incidence_count,all_cancer_mortality_count,all_cancer_incidence_population,all_cancer_mortality_population
01001,Autauga,106.268167722023,"Autauga County, Alabama",62660.0,9.5,29.6,147.37765952748393,0.9866385902822479,0.013361409717752126,487.9,151.6,1634.0,508.0,278197.0,278197.0
01003,Baldwin,28.72577867782,"Baldwin County, Alabama",64346.0,8.4,28.3,148.83198460729417,0.9963747555270794,0.0036252444729205635,444.8,155.2,6921.0,2483.0,1091447.0,1091447.0
01005,Barbour,114.923515647065,"Barbour County, Alabama",36422.0,13.5,29.3,147.2159984286621,0.9855563293808572,0.014443670619142757,450.2,190.4,787.0,333.0,125130.0,125130.0
01007,Bibb,124.559049204418,"Bibb County, Alabama",54277.0,10.2,23.1,147.0361881690797,0.984352566601604,0.015647433398396027,471.0,186.1,660.0,259.0,111871.0,111871.0
01009,Blount,237.487656588449,"Blount County, Alabama",52830.0,10.5,27.8,144.94120499816404,0.9703274338301625,0.02967256616983749,428.1,186.4,1627.0,730.0,288777.0,288777.0
01011,Bullock,125.841400104945,"Bullock County, Alabama",29063.0,9.4,18.7,147.0122705835238,0.9841924472662074,0.01580755273379264,464.4,188.8,294.0,121.0,50863.0,50863.0
01013,Butler,104.269650791839,"Butler County, Alabama",45236.0,10.9,30.7,147.41500616095323,0.9868886120963822,0.013111387903617766,453.4,158.9,616.0,232.0,98631.0,98631.0
01015,Calhoun,229.517353254355,"Calhoun County, Alabama",50977.0,12.9,39.2,145.08831813821598,0.9713123015609855,0.02868769843901453,478.7,181.4,3522.0,1367.0,571619.0,571619.0
01017,Chambers,220.404617708866,"Chambers County, Alabama",47232.0,12.0,31.2,145.2566566028968,0.9724392649421078,0.02756073505789225,466.2,181.4,1088.0,437.0,167137.0,167137.0
01019,Cherokee,225.887038159933,"Cherokee County, Alabama",43475.0,10.5,32.4,145.15536277310184,0.9717611404437705,0.028238859556229512,387.2,167.4,783.0,360.0,130174.0,130174.0
01021,Chilton,159.449898093087,"Chilton County, Alabama",56243.0,14.4,38.6,146.38647839396089,0.980003001418719,0.01999699858128101,409.7,165.6,1127.0,470.0,220733.0,220733.0
01023,Choctaw,59.2369529620711,"Choctaw County, Alabama",38581.0,11.0,38.3,148.2584465101578,0.9925351313842746,0.007464868615725373,409.7,136.0,412.0,146.0,63777.0,63777.0
01025,Clarke,59.2327633471381,"Clarke County, Alabama",44108.0,14.3,31.0,148.25852514963634,0.9925356578463211,0.00746434215367886,476.9,188.3,792.0,333.0,119332.0,119332.0
01027,Clay,305.35396169118,"Clay County, Alabama",45163.0,8.6,24.3,143.69312792681836,0.9619720222556799,0.038027977744320096,483.2,175.7,465.0,179.0,66426.0,66426.0
01029,Cleburne,322.721772969976,"Cleburne County, Alabama",48333.0,8.3,26.5,143.37504301515438,0.959842562133702,0.040157437866297996,408.5,157.0,425.0,170.0,74761.0,74761.0
01031,Coffee,94.2982088995762,"Coffee County, Alabama",59034.0,13.8,33.3,147.60145157886012,0.9881367947916295,0.011863205208370475,416.6,159.6,1363.0,533.0,261190.0,261190.0
01033,Colbert,182.882311270271,"Colbert County, Alabama",52017.0,12.3,31.6,145.95136281305645,0.977090064514104,0.022909935485896038,460.4,177.9,1769.0,714.0,274787.0,274787.0
01035,Conecuh,87.0045885093782,"Conecuh County, Alabama",37986.0,11.2,27.2,147.73794056099922,0.9890505377385492,0.01094946226145077,411.7,171.7,386.0,170.0,61096.0,61096.0
01037,Coosa,192.71742951711,"Coosa County, Alabama",50013.0,9.5,23.8,145.76902749173544,0.9758693973861037,0.024130602613896324,390.2,164.3,322.0,144.0,53482.0,53482.0
01039,Covington,78.5323585044013,"Covington County, Alabama",46186.0,11.9,34.2,147.89660569031358,0.9901127417389085,0.009887258261091492,416.8,192.5,1122.0,558.0,185482.0,185482.0
01041,Crenshaw,112.563621838888,"Crenshaw County, Alabama",43103.0,10.7,27.1,147.26006222135692,0.9858513200765048,0.014148679923495222,545.8,211.0,511.0,206.0,69129.0,69129.0
01043,Cullman,227.347410625271,"Cullman County, Alabama",52690.0,11.0,31.1,145.1283898004296,0.9715805664285609,0.028419433571439057,428.2,161.7,2350.0,912.0,416723.0,416723.0
01045,Dale,95.8388638829989,"Dale County, Alabama",50052.0,11.7,38.8,147.57263281999937,0.9879438639247178,0.01205613607528222,432.1,168.9,1327.0,536.0,246464.0,246464.0
01047,Dallas,58.0442233944798,"Dallas County, Alabama",34957.0,13.8,39.4,148.28083543880913,0.9926850169305189,0.007314983069481085,468.8,194.7,1168.0,499.0,190918.0,190918.0
01049,DeKalb,370.52481404851,"DeKalb County, Alabama",44037.0,11.1,28.5,142.50230285705686,0.9539998915279345,0.04600010847206548,370.4,156.8,1682.0,724.0,357151.0,357151.0
01051,Elmore,113.825504669399,"Elmore County, Alabama",67597.0,12.1,32.5,147.2364991773656,0.9856935742649559,0.014306425735044148,507.2,172.3,2505.0,831.0,407632.0,407632.0
01053,Escambia,62.7388090259033,"Escambia County, Alabama",38464.0,13.5,30.8,148.1927274081571,0.9920951664509159,0.007904833549084112,415.2,198.1,1003.0,490.0,183875.0,183875.0
01055,Etowah,229.444446116271,"Etowah County, Alabama",46984.0,13.8,33.9,145.08966435565702,0.9713213139858163,0.028678686014183663,457.1,177.2,3177.0,1272.0,513604.0,513604.0
01057,Fayette,143.976797199745,"Fayette County, Alabama",43960.0,9.4,25.5,146.6743368252388,0.9819301065019962,0.01806989349800381,442.7,190.7,529.0,237.0,82030.0,82030.0
01059,Franklin,228.41534333002,"Franklin County, Alabama",43633.0,9.5,30.1,145.10866756746594,0.9714485334176496,0.028551466582350415,439.8,174.1,856.0,341.0,157933.0,157933.0
01061,Geneva,62.2456487293579,"Geneva County, Alabama",43581.0,11.1,36.5,148.20198117650787,0.9921571169866326,0.007842883013367441,430.1,187.2,808.0,370.0,131917.0,131917.0
01063,Greene,52.7763770707394,"Greene County, Alabama",28826.0,12.1,24.4,148.37974978455634,0.993347211668579,0.006652788331421022,443.1,155.6,269.0,105.0,41103.0,41103.0
01065,Hale,63.6239351946705,"Hale County, Alabama",32294.0,10.4,34.8,148.17611980625458,0.9919839847359828,0.008016015264017184,419.8,157.0,433.0,166.0,73769.0,73769.0
01067,Henry,99.8589549083786,"Henry County, Alabama",55870.0,9.8,24.3,147.4974550234838,0.9874405765512282,0.012559423448771811,446.8,174.4,584.0,237.0,85615.0,85615.0
01069,Houston,66.844174000978,"Houston County, Alabama",50222.0,14.2,35.8,148.11571046250154,0.991579566658294,0.008420433341705946,433.4,154.4,2955.0,1075.0,526590.0,526590.0
01071,Jackson,319.691190901525,"Jackson County, Alabama",43785.0,10.5,29.9,143.4305085170585,0.9602138830298503,0.039786116970149665,438.7,197.1,1621.0,735.0,258826.0,258826.0
01073,Jefferson,176.493179871087,"Jefferson County, Alabama",58330.0,11.2,34.0,146.06990492610458,0.9778836598506148,0.02211634014938524,444.0,167.4,17664.0,6733.0,3293952.0,3293952.0
01075,Lamar,117.097883171603,"Lamar County, Alabama",43324.0,11.8,27.6,147.17540762993517,0.9852845890874996,0.014715410912500393,482.0,180.8,486.0,196.0,69270.0,69270.0
01077,Lauderdale,192.603840694249,"Lauderdale County, Alabama",50000.0,9.8,30.4,145.77113235200994,0.9758834886424083,0.02411651135759174,415.1,156.1,2625.0,1055.0,464351.0,464351.0
01079,Lawrence,208.653755992292,"Lawrence County, Alabama",51712.0,9.1,21.0,145.47394744474062,0.9738939462728153,0.026106053727184664,468.2,180.8,1054.0,421.0,164844.0,164844.0
01081,Lee,184.578272315434,"Lee County, Alabama",57191.0,9.9,28.8,145.91990869803737,0.9768794909183467,0.023120509081653307,359.2,170.5,2859.0,1274.0,817306.0,817306.0
01083,Limestone,209.555000331852,"Limestone County, Alabama",70736.0,11.3,25.4,145.4572733791876,0.9737823196084738,0.026217680391526166,440.2,147.9,2593.0,865.0,484603.0,484603.0
01085,Lowndes,77.0377347278445,"Lowndes County, Alabama",31961.0,11.8,31.9,147.92460992985542,0.9903002197020684,0.009699780297931615,583.5,202.1,393.0,141.0,49681.0,49681.0
01087,Macon,103.346596450257,"Macon County, Alabama",39303.0,11.2,32.2,147.4322578628821,0.9870041058213176,0.01299589417868241,456.2,204.3,577.0,265.0,92185.0,92185.0
01089,Madison,239.07840702026,"Madison County, Alabama",71153.0,10.7,32.1,144.91185701414278,0.9701309599977296,0.02986904000227042,429.3,151.1,9396.0,3293.0,1838432.0,1838432.0
01091,Marengo,52.0515599770016,"Marengo County, Alabama",35379.0,12.8,41.3,148.39336359467703,0.9934383510615434,0.006561648938456566,441.3,188.7,576.0,258.0,95692.0,95692.0
01093,Marion,194.11661261571,"Marion County, Alabama",44551.0,9.7,30.2,145.74310178828225,0.9756958344486194,0.024304165551380597,422.9,181.1,937.0,418.0,149088.0,149088.0
01095,Marshall,270.148587748564,"Marshall County, Alabama",52938.0,9.8,34.0,144.3395415945648,0.9662995212262113,0.03370047877378868,429.7,166.4,2585.0,1030.0,480683.0,480683.0
01097,Mobile,33.5220994098771,"Mobile County, Alabama",51169.0,11.9,36.8,148.74171366517558,0.9957704251600421,0.004229574839957895,428.2,173.8,10872.0,4445.0,2069885.0,2069885.0
01099,Monroe,73.4091628490908,"Monroe County, Alabama",32631.0,11.6,32.1,147.99261395443008,0.9907554813418242,0.009244518658175771,409.8,159.2,610.0,251.0,105030.0,105030.0
01101,Montgomery,82.7313419245602,"Montgomery County, Alabama",52511.0,14.2,35.2,147.81795235328542,0.9895861869149598,0.010413813085040191,453.8,163.3,5951.0,2133.0,1132256.0,1132256.0
01103,Morgan,217.739029153827,"Morgan County, Alabama",56128.0,9.4,32.1,145.3059256855115,0.9727691031168442,0.02723089688315583,476.5,171.7,3651.0,1341.0,596759.0,596759.0
01105,Perry,84.2700712144375,"Perry County, Alabama",27057.0,13.4,32.5,147.7891375686764,0.9893932826541847,0.010606717345815309,446.7,176.5,266.0,111.0,45518.0,45518.0
01107,Pickens,83.0260283601328,"Pickens County, Alabama",43389.0,10.9,27.0,147.8124336215283,0.9895492410594044,0.01045075894059555,491.2,144.4,664.0,210.0,100243.0,100243.0
01109,Pike,125.446857628649,"Pike County, Alabama",40106.0,10.3,33.8,147.0196290219552,0.9842417092733796,0.015758290726620383,456.1,181.6,835.0,333.0,166371.0,166371.0
01111,Randolph,286.831149370242,"Randolph County, Alabama",47081.0,11.0,24.0,144.03295525172751,0.9642470397438306,0.035752960256169364,419.6,162.8,690.0,277.0,113660.0,113660.0
01113,Russell,104.697030495523,"Russell County, Alabama",44065.0,10.0,23.7,147.40701903833772,0.9868351412825355,0.013164858717464534,376.5,200.1,1249.0,652.0,289692.0,289692.0
01115,St. Clair,208.222923907112,"St. Clair County, Alabama",65070.0,10.6,34.9,145.48191885009732,0.9739473118654629,0.026052688134537094,456.2,175.4,2575.0,981.0,444643.0,444643.0
01117,Shelby,168.329226830887,"Shelby County, Alabama",82592.0,8.8,34.2,146.2214828449605,0.9788984176141551,0.02110158238584492,402.6,126.7,5162.0,1605.0,1080873.0,1080873.0
01119,Sumter,53.1521688711525,"Sumter County, Alabama",27099.0,11.7,32.4,148.37269188310137,0.9932999616446323,0.006700038355367699,460.2,199.9,363.0,161.0,62973.0,62973.0
01121,Talladega,185.508487723403,"Talladega County, Alabama",45400.0,14.1,36.3,145.90265865628632,0.9767640083076841,0.023235991692315938,465.9,187.6,2438.0,1024.0,401220.0,401220.0
01123,Tallapoosa,191.057918623382,"Tallapoosa County, Alabama",50652.0,10.6,29.2,145.79978138824507,0.9760752832794963,0.02392471672050367,493.5,183.0,1474.0,563.0,202251.0,202251.0
01125,Tuscaloosa,108.330010502252,"Tuscaloosa County, Alabama",57508.0,11.8,35.3,147.33913703976887,0.9863806965614818,0.013619303438518249,427.9,148.3,4681.0,1599.0,1044272.0,1044272.0
01127,Walker,143.437382228954,"Walker County, Alabama",47442.0,11.2,36.6,146.68437973329716,0.9819973400344107,0.01800265996558925,519.6,205.4,2270.0,925.0,319012.0,319012.0
01129,Washington,43.1949855984504,"Washington County, Alabama",44512.0,11.2,23.9,148.5597879996038,0.9945525005248471,0.005447499475152884,416.9,159.4,467.0,185.0,81682.0,81682.0
01131,Wilcox,53.6508655967952,"Wilcox County, Alabama",36385.0,11.2,33.2,148.36332604696608,0.9932372608567994,0.00676273914320058,476.2,212.6,349.0,158.0,52758.0,52758.0
01133,Winston,220.791339690016,"Winston County, Alabama",46096.0,10.2,26.4,145.24950972652042,0.9723914192641703,0.027608580735829724,419.4,157.8,748.0,297.0,118562.0,118562.0
02013,Aleutians East,180.68798387361,"Aleutians East Borough, Alaska",72258.0,9.3,24.2,145.99206750376922,0.9773625672719268,0.02263743272807317,138.9,,23.0,,16946.0,
02016,Aleutians West,221.51009587303,"Aleutians West Census Area, Alaska",90708.0,7.9,29.1,145.23622734824113,0.9723024986840559,0.027697501315944062,286.2,114.2,51.0,19.0,28538.0,28538.0
02020,Anchorage,744.118930155529,"Anchorage Municipality, Alaska",88871.0,8.8,28.7,135.81929208263855,0.9092596211880902,0.09074037881190977,444.0,146.1,6278.0,1878.0,1460452.0,1460452.0
02050,Bethel,233.056659891262,"Bethel Census Area, Alaska",57460.0,8.0,30.2,145.02297685519824,0.9708748659851285,0.02912513401487149,367.5,195.0,242.0,104.0,91317.0,91317.0
02060,Bristol Bay,42.3153466938304,"Bristol Bay Borough, Alaska",81563.0,9.1,21.3,148.5763250798274,0.9946632101233813,0.005336789876618675,337.2,,19.0,,4284.0,
02068,Denali,825.462342043512,"Denali Borough, Alaska",78750.0,6.8,18.9,134.39615293661396,0.8997322341654505,0.10026776583454955,385.6,,42.0,,10424.0,
02070,Dillingham,211.836360335787,"Dillingham Census Area, Alaska",62115.0,8.2,24.7,145.41507205136517,0.9734997974221109,0.026500202577889098,418.0,201.4,92.0,41.0,24670.0,24670.0
02090,Fairbanks North Star,497.712963030464,"Fairbanks North Star Borough, Alaska",78321.0,7.9,30.1,140.19981429977022,0.9385855874089398,0.061414412591060175,402.7,127.3,1782.0,505.0,492276.0,492276.0
02100,Haines,802.67948560932,"Haines Borough, Alaska",63355.0,7.3,20.3,134.7936090034111,0.9023930546364847,0.09760694536351533,273.7,,54.0,,12734.0,
02105,Hoonah-Angoon,532.120459268703,"Hoonah-Angoon Census Area, Alaska",55990.0,7.3,19.4,139.5818025118754,0.9344482284554775,0.06555177154452252,422.8,127.4,78.0,23.0,10674.0,10674.0
02110,Juneau,752.58628480555,"Juneau City and Borough, Alaska",90126.0,6.3,24.0,135.67062397015462,0.9082643434954512,0.09173565650454885,399.1,135.6,717.0,219.0,160493.0,160493.0
02122,Kenai Peninsula,579.651519984896,"Kenai Peninsula Borough, Alaska",70609.0,8.2,31.8,138.73146311759498,0.9287555226279851,0.07124447737201489,441.4,151.8,1696.0,551.0,294046.0,294046.0
02130,Ketchikan Gateway,479.717609470852,"Ketchikan Gateway Borough, Alaska",77820.0,8.8,37.2,140.52386196476496,0.940754965945685,0.05924503405431503,446.2,140.9,376.0,114.0,69167.0,69167.0
02150,Kodiak Island,276.827998679767,"Kodiak Island Borough, Alaska",83765.0,7.0,25.4,144.21673037626448,0.9654773458186009,0.034522654181399104,408.2,125.6,263.0,72.0,66917.0,66917.0
02158,Kusilvak,58.1104306264763,"Kusilvak Census Area, Alaska",37975.0,7.4,22.0,148.2795925843547,0.9926766964824213,0.007323303517578705,401.3,,91.0,,41488.0,
02164,Lake and Peninsula,283.158533518002,"Lake and Peninsula Borough, Alaska",49688.0,8.5,24.6,144.10040690323314,0.9646986034514311,0.0353013965485689,515.4,,37.0,,7863.0,
02170,Matanuska-Susitna,884.268577807031,"Matanuska-Susitna Borough, Alaska",79300.0,8.2,32.6,133.37434039509344,0.8928915794235387,0.1071084205764613,420.4,159.1,2287.0,761.0,536800.0,536800.0
02180,Nome,171.467210905508,"Nome Census Area, Alaska",63977.0,7.8,31.6,146.16320662804603,0.9785082800268992,0.021491719973100842,506.4,246.1,172.0,75.0,50043.0,50043.0
02185,North Slope,425.489181133932,"North Slope Borough, Alaska",83992.0,7.5,31.9,141.5037978451656,0.9473152720239965,0.05268472797600354,366.8,221.1,118.0,58.0,46875.0,46875.0
02188,Northwest Arctic,290.328970297974,"Northwest Arctic Borough, Alaska",68654.0,11.6,32.0,143.96873615376242,0.9638171167793282,0.03618288322067176,414.2,155.7,115.0,40.0,38546.0,38546.0
02195,Petersburg,638.391153175206,"Petersburg Borough, Alaska",71696.0,9.2,17.2,137.68601788757798,0.9217566558304776,0.07824334416952239,384.0,146.4,89.0,33.0,16392.0,16392.0
02198,Prince of Wales-Hyder,188.404473260375,"Prince of Wales-Hyder Census Area, Alaska",55857.0,9.3,19.9,145.8489650082921,0.9764045493141436,0.023595450685856445,365.3,180.1,157.0,67.0,31692.0,31692.0
02220,Sitka,298.774650398284,"Sitka City and Borough, Alaska",82083.0,7.3,21.7,143.8137650833881,0.9627796431289875,0.03722035687101255,357.8,114.5,188.0,60.0,42845.0,42845.0
02230,Skagway,1094.79468916976,"Skagway Municipality, Alaska",75000.0,6.6,18.3,129.76419011094492,0.868722966633246,0.131277033366754,330.1,,21.0,,5849.0,
02240,Southeast Fairbanks,871.308343891343,"Southeast Fairbanks Census Area, Alaska",68634.0,8.6,29.9,133.5990312835653,0.8943958013128123,0.10560419868718773,475.9,154.0,182.0,55.0,34553.0,34553.0
02261,Valdez-Cordova,1096.05994543137,,,6.2,30.6,129.7427182147295,0.8685792202779261,0.1314207797220739,373.9,133.5,197.0,65.0,46944.0,46944.0
02275,Wrangell,482.940117614333,"Wrangell City and Borough, Alaska",54891.0,8.4,25.7,140.4657916917468,0.9403662070761817,0.05963379292381832,349.6,155.6,70.0,29.0,12553.0,12553.0
02282,Yakutat,727.807291309944,"Yakutat City and Borough, Alaska",72083.0,9.0,19.8,136.10603523602282,0.9111792599008721,0.08882074009912788,,,,,,
02290,Yukon-Koyukuk,378.595184926818,"Yukon-Koyukuk Census Area, Alaska",43405.0,9.9,27.9,142.35536005806847,0.9530161641671469,0.04698383583285315,569.0,216.2,172.0,67.0,26524.0,26524.0
04001,Apache,1992.57591900497,"Apache County, Arizona",34788.0,12.3,33.1,115.18579214480643,0.771126016973436,0.22887398302656403,275.1,113.7,1132.0,469.0,358570.0,358570.0
04003,Cochise,1412.56594598813,"Cochise County, Arizona",55077.0,7.8,31.0,124.4548267063023,0.8331787542902901,0.1668212457097099,388.0,149.3,3609.0,1489.0,632212.0,632212.0
04005,Coconino,1797.23317039282,"Coconino County, Arizona",61888.0,6.9,23.8,118.24773452629776,0.7916245818474201,0.20837541815257987,336.1,127.7,2377.0,848.0,711271.0,711271.0
04007,Gila,1407.09222424726,"Gila County, Arizona",51406.0,9.0,30.8,124.54487694730862,0.8337816071455051,0.1662183928544949,320.7,136.2,1536.0,714.0,269232.0,269232.0
04009,Graham,1380.09024279547,"Graham County, Arizona",57105.0,11.0,31.9,124.98981239994428,0.836760284437318,0.16323971556268202,332.0,131.5,669.0,266.0,191522.0,191522.0
04011,Greenlee,1730.50028327041,"Greenlee County, Arizona",67723.0,8.8,25.1,119.30755799220154,0.7987197055839478,0.20128029441605222,372.6,128.4,182.0,61.0,47325.0,47325.0
04012,La Paz,412.191947440745,"La Paz County, Arizona",39732.0,9.9,25.3,141.74487344042277,0.9489291834283341,0.0510708165716659,308.3,136.1,643.0,304.0,105174.0,105174.0
04013,Maricopa,498.63500823482,"Maricopa County, Arizona",72944.0,8.0,27.3,140.1832259998717,0.9384745349137412,0.06152546508625878,380.2,130.1,95831.0,33109.0,22063894.0,22063894.0
04015,Mohave,1135.68787303246,"Mohave County, Arizona",49738.0,9.4,29.2,129.071568856048,0.8640861250609073,0.13591387493909268,401.2,177.5,7971.0,3807.0,1054990.0,1054990.0
04017,Navajo,1828.01167664532,"Navajo County, Arizona",46126.0,11.5,31.8,117.76130220208069,0.7883680984416448,0.2116319015583552,350.9,128.6,2439.0,905.0,551353.0,551353.0
04019,Pima,807.855932340368,"Pima County, Arizona",59215.0,7.6,26.3,134.70322605469622,0.9017879744269637,0.09821202557303632,389.9,134.3,27270.0,9927.0,5192380.0,5192380.0
04021,Pinal,709.822067479222,"Pinal County, Arizona",65488.0,11.7,35.5,136.4227280580379,0.9132994005006568,0.08670059949934317,346.0,117.4,10538.0,3679.0,2237794.0,2237794.0
04023,Santa Cruz,1380.40449230968,"Santa Cruz County, Arizona",45089.0,9.4,32.4,124.98462738259578,0.8367255726755508,0.1632744273244492,321.2,112.5,939.0,337.0,232972.0,232972.0
04025,Yavapai,1360.55069924425,"Yavapai County, Arizona",56170.0,7.2,24.7,125.31252595185195,0.838920731583378,0.161079268416622,395.3,150.4,8809.0,3614.0,1161981.0,1161981.0
04027,Yuma,261.21605687083,"Yuma County, Arizona",52563.0,9.5,39.6,144.50390376099105,0.9673998647701274,0.032600135229872595,361.0,114.6,4731.0,1647.0,1059657.0,1059657.0
05001,Arkansas,54.6483666252513,"Arkansas County, Arkansas",55022.0,10.0,25.1,148.34459370135738,0.9931118547733856,0.006888145226614406,520.5,213.3,642.0,272.0,88806.0,88806.0
05003,Ashley,41.0401704573825,"Ashley County, Arkansas",42683.0,9.9,32.2,148.60030068504105,0.994823717878797,0.005176282121203024,473.4,203.7,679.0,301.0,99999.0,99999.0
05005,Baxter,229.888602772921,"Baxter County, Arkansas",43530.0,9.1,28.6,145.08146322826912,0.971266410489651,0.02873358951034899,475.4,182.9,1894.0,783.0,208363.0,208363.0
05007,Benton,376.61044204509,"Benton County, Arkansas",76887.0,9.1,30.3,142.3914869923175,0.9532580205488602,0.04674197945113978,426.2,146.4,6129.0,2071.0,1367548.0,1367548.0
05009,Boone,359.046177768377,"Boone County, Arkansas",48625.0,8.0,25.8,142.71150015871106,0.9554003896187354,0.04459961038126459,472.9,169.0,1272.0,479.0,187624.0,187624.0
05011,Bradley,48.9158165877534,"Bradley County, Arkansas",41972.0,8.8,20.6,148.45227133344312,0.9938327164526023,0.006167283547397706,469.4,178.9,343.0,132.0,54023.0,54023.0
05013,Calhoun,52.0794506925078,"Calhoun County, Arkansas",55904.0,6.8,20.2,148.39283972234327,0.9934348439312054,0.0065651560687945976,490.6,235.8,190.0,96.0,25799.0,25799.0
05015,Carroll,410.021978942263,"Carroll County, Arkansas",53366.0,6.5,26.8,141.7842439323373,0.9491927542216674,0.05080724577833262,436.5,165.7,950.0,379.0,140308.0,140308.0
05017,Chicot,34.8682443588499,"Chicot County, Arkansas",33770.0,7.6,31.0,148.7163855171,0.9956008626334566,0.004399137366543404,457.9,204.8,350.0,170.0,52163.0,52163.0
05019,Clark,91.6060984069597,"Clark County, Arkansas",45351.0,10.4,23.9,147.65181917085587,0.988473987077909,0.011526012922090989,504.4,181.5,658.0,242.0,111703.0,111703.0
05021,Clay,91.2530899814625,"Clay County, Arkansas",39817.0,7.6,27.1,147.6584246905385,0.9885182085742243,0.011481791425775656,512.3,221.8,561.0,257.0,73550.0,73550.0
05023,Cleburne,222.620629448873,"Cleburne County, Arkansas",48400.0,8.4,24.4,145.2157068633731,0.97216512167368,0.027834878326320034,507.1,167.0,1075.0,400.0,125315.0,125315.0
05025,Cleveland,62.4182331078231,"Cleveland County, Arkansas",48183.0,8.5,26.7,148.19874271534047,0.9921354366941708,0.007864563305829186,491.3,185.2,291.0,110.0,40315.0,40315.0
05027,Columbia,82.0845177345386,"Columbia County, Arkansas",41115.0,13.6,35.6,147.83006628321027,0.989667285168129,0.010332714831871037,384.4,180.0,547.0,272.0,118099.0,118099.0
05029,Conway,149.645613918415,"Conway County, Arkansas",45812.0,9.4,32.9,146.5688255033337,0.9812237474633397,0.018776252536660265,465.3,168.5,685.0,257.0,104476.0,104476.0
05031,Craighead,77.8836294493018,"Craighead County, Arkansas",51788.0,11.0,36.8,147.9087602038336,0.9901941116841457,0.009805888315854272,490.1,165.1,2815.0,948.0,545404.0,545404.0
05033,Crawford,284.125341401683,"Crawford County, Arkansas",52057.0,10.7,37.2,144.08264808606728,0.9645797147786853,0.035420285221314685,456.2,177.1,1818.0,711.0,315589.0,315589.0
05035,Crittenden,64.0022759883282,"Crittenden County, Arkansas",46452.0,12.7,32.3,148.16902143779924,0.9919364638005268,0.008063536199473198,458.2,224.0,1243.0,584.0,241905.0,241905.0
05037,Cross,71.5963861402864,"Cross County, Arkansas",45247.0,10.9,28.9,148.0265965713857,0.9909829823171735,0.009017017682826478,514.1,214.6,554.0,240.0,82880.0,82880.0
05039,Dallas,81.2947869654346,"Dallas County, Arkansas",34337.0,9.6,24.1,147.8448576349897,0.9897663077643271,0.010233692235672942,458.9,204.9,259.0,121.0,35572.0,35572.0
05041,Desha,42.9001826516335,"Desha County, Arkansas",33295.0,8.8,27.0,148.56533009530204,0.9945896027932944,0.005410397206705553,539.0,166.9,416.0,135.0,57692.0,57692.0
05043,Drew,55.5944393527123,"Drew County, Arkansas",42891.0,10.2,23.3,148.32682880141667,0.9929929253787255,0.007007074621274478,534.1,188.3,618.0,224.0,91317.0,91317.0
05045,Faulkner,124.049979925156,"Faulkner County, Arkansas",54845.0,10.3,32.6,147.04568382118916,0.9844161364590784,0.015583863540921561,470.4,153.9,2966.0,954.0,624002.0,624002.0
05047,Franklin,250.763592975896,"Franklin County, Arkansas",42128.0,8.8,28.6,144.69641341648864,0.9686886452794993,0.03131135472050073,475.9,182.4,575.0,237.0,88923.0,88923.0
05049,Fulton,224.071775992034,"Fulton County, Arkansas",36950.0,7.1,23.9,145.18889583179762,0.9719856317938539,0.028014368206146112,458.5,186.4,468.0,197.0,61507.0,61507.0
05051,Garland,207.356028898982,"Garland County, Arkansas",49985.0,10.2,26.8,145.49795944749127,0.9740546976961973,0.025945302303802653,476.4,159.8,3676.0,1314.0,495214.0,495214.0
05053,Grant,80.353663506533,"Grant County, Arkansas",62479.0,9.0,28.6,147.86248598053334,0.9898843229781116,0.010115677021888425,490.9,169.0,600.0,212.0,91143.0,91143.0
05055,Greene,92.3265846757328,"Greene County, Arkansas",51367.0,9.8,31.5,147.638338074806,0.988383736156265,0.011616263843735042,485.4,178.1,1319.0,495.0,225987.0,225987.0
05057,Hempstead,104.364582692813,"Hempstead County, Arkansas",43592.0,10.6,24.0,147.4132319895194,0.9868767346788144,0.013123265321185573,383.2,150.4,555.0,229.0,108477.0,108477.0
05059,Hot Spring,131.513270266907,"Hot Spring County, Arkansas",46724.0,10.5,30.0,146.90651791128,0.9834844724768416,0.016515527523158435,494.9,177.7,1132.0,426.0,168333.0,168333.0
05061,Howard,174.063851662602,"Howard County, Arkansas",39558.0,8.0,27.1,146.11499714517797,0.9781855354781821,0.0218144645218179,368.2,159.3,308.0,147.0,66333.0,66333.0
05063,Independence,135.279015698898,"Independence County, Arkansas",50028.0,7.6,25.8,146.83633704924566,0.9830146377203096,0.016985362279690386,457.2,149.8,1104.0,368.0,187912.0,187912.0
05065,Izard,199.537082524044,"Izard County, Arkansas",45318.0,9.0,25.7,145.64269798969823,0.9750236683780528,0.024976331621947234,408.4,160.1,467.0,197.0,67980.0,67980.0
05067,Jackson,77.3780508088516,"Jackson County, Arkansas",39154.0,8.2,22.1,147.9182331933188,0.9902575298237838,0.009742470176216211,477.4,208.0,533.0,236.0,84541.0,84541.0
05069,Jefferson,68.1578401533067,"Jefferson County, Arkansas",43720.0,11.9,40.0,148.09107240930047,0.9914146240601042,0.008585375939895834,547.2,190.0,2411.0,854.0,340617.0,340617.0
05071,Johnson,309.691864037701,"Johnson County, Arkansas",40628.0,9.6,31.9,143.61363083141842,0.9614398187834005,0.03856018121659954,470.9,187.7,769.0,308.0,132376.0,132376.0
